"","x"
"103",2.77746811836235e-06
"104",3.27233557306167e-06
"105",3.72435758659363e-06
"106",4.13445253014466e-06
"107",4.54999230513792e-06
"108",5.07886713952041e-06
"109",5.89297473525194e-06
"110",7.21549171152496e-06
"111",9.28813422988171e-06
"112",1.23185025845323e-05
"113",1.64137367946648e-05
"114",2.1514204114734e-05
"115",2.73472557715179e-05
"116",3.3422450129448e-05
"117",3.90827783887193e-05
"118",4.36110394481933e-05
"119",4.63708079088791e-05
"120",4.69453159223634e-05
"121",4.52331077683812e-05
"122",4.14703160755888e-05
"123",3.61726094653395e-05
"124",3.00160056206589e-05
"125",2.36940200963347e-05
"126",1.77920913410607e-05
"127",1.27090007564454e-05
"128",8.63551309755043e-06
"129",5.58155008052759e-06
"130",3.43170466528189e-06
"131",2.00702315752269e-06
"132",1.11655879912692e-06
"133",5.90877029569003e-07
"134",2.97439479481681e-07
"135",1.42424897810275e-07
"136",6.48722395721356e-08
"137",2.81071920477786e-08
"138",1.1584081249674e-08
"139",1.5879978265607e-14
"140",5.51155884409001e-14
"141",1.81964873385436e-13
"142",5.7146561944767e-13
"143",1.70719610004483e-12
"144",4.85142613843564e-12
"145",1.31144793341519e-11
"146",3.37235000258368e-11
"147",8.24936963151883e-11
"148",1.91966523437469e-10
"149",4.24974173066701e-10
"150",8.95069249995839e-10
"151",1.79369012940154e-09
"152",3.42057460418211e-09
"153",6.20892897290836e-09
"154",1.07318326406812e-08
"155",1.76749854065332e-08
"156",2.77684994030669e-08
"157",4.16918677550172e-08
"158",6.00021533312548e-08
"159",8.31779833522784e-08
"160",1.11902347611549e-07
"161",1.4769789488509e-07
"162",1.93951209950326e-07
"163",2.57202602800382e-07
"164",3.48350830426475e-07
"165",4.83188657501131e-07
"166",6.81554804930955e-07
"167",9.64499309486042e-07
"168",1.34932742486008e-06
"169",1.84322145825866e-06
"170",2.43716768348742e-06
"171",3.10276736392994e-06
"172",3.7947196952336e-06
"173",4.46096946649831e-06
"174",5.06067563494637e-06
"175",5.5876504791289e-06
"176",6.09439692622669e-06
"177",6.71000147581265e-06
"178",7.64439666977841e-06
"179",9.17220762329452e-06
"180",1.15919188080264e-05
"181",1.51609426773939e-05
"182",2.00145286793363e-05
"183",2.60852889999251e-05
"184",3.30474781178747e-05
"185",4.03116066244899e-05
"186",4.70866319341746e-05
"187",5.25084808159074e-05
"188",5.58100468618357e-05
"189",5.64885076517937e-05
"190",5.44205044394069e-05
"191",4.98889704175506e-05
"192",4.35132943145738e-05
"193",3.61059348955121e-05
"194",2.85005686244375e-05
"195",2.14010174604656e-05
"196",1.5286703351461e-05
"197",1.0386929243817e-05
"198",6.71353907039493e-06
"199",4.12767036773536e-06
"200",2.41405081057933e-06
"201",1.3429965706392e-06
"202",7.10705952638064e-07
"203",3.57759511892594e-07
"204",1.71308286550909e-07
"205",7.80281564289234e-08
"206",3.38072644030487e-08
"207",1.39333133076122e-08
"208",2.40869307392818e-14
"209",8.3599781172793e-14
"210",2.76005509599371e-13
"211",8.66802462362204e-13
"212",2.58948617185005e-12
"213",7.35868259131693e-12
"214",1.98921822523429e-11
"215",5.11522732513178e-11
"216",1.25127854960621e-10
"217",2.91178523516239e-10
"218",6.44608384476637e-10
"219",1.35764826916332e-09
"220",2.72063615917818e-09
"221",5.18806307236574e-09
"222",9.41648169004375e-09
"223",1.62734633721805e-08
"224",2.67943007115516e-08
"225",4.20738759112476e-08
"226",6.31122314076743e-08
"227",9.06847591425442e-08
"228",1.25369922992317e-07
"229",1.67911652690177e-07
"230",2.20080451290763e-07
"231",2.86087587523226e-07
"232",3.74381615625268e-07
"233",4.99340485420486e-07
"234",6.820521898964e-07
"235",9.49202902342367e-07
"236",1.32924978387953e-06
"237",1.84569534558045e-06
"238",2.50840632725753e-06
"239",3.30529309276538e-06
"240",4.19778610832859e-06
"241",5.12379057184692e-06
"242",6.01069836681795e-06
"243",6.79856368468025e-06
"244",7.47024138411677e-06
"245",8.08206299930232e-06
"246",8.78639660944782e-06
"247",9.83679715468217e-06
"248",1.15676915749694e-05
"249",1.43439361933452e-05
"250",1.84815629013381e-05
"251",2.41497410491145e-05
"252",3.12742424704926e-05
"253",3.94711242256679e-05
"254",4.80408037052389e-05
"255",5.60426865975738e-05
"256",6.24485813946141e-05
"257",6.63452036370269e-05
"258",6.71332747234918e-05
"259",6.46645057073628e-05
"260",5.92735170362148e-05
"261",5.16948780922432e-05
"262",4.28927596382928e-05
"263",3.38567650306849e-05
"264",2.54224423887488e-05
"265",1.81589406739811e-05
"266",1.23384221013447e-05
"267",7.97482357352412e-06
"268",4.90312092445015e-06
"269",2.86756109270633e-06
"270",1.59529243797701e-06
"271",8.4421840284203e-07
"272",4.2496753730278e-07
"273",2.03489890051637e-07
"274",9.26863712113463e-08
"275",4.01582516856729e-08
"276",1.65508230328147e-08
"277",3.60818151525759e-14
"278",1.25230673915322e-13
"279",4.13449506545013e-13
"280",1.29844765872116e-12
"281",3.87898323756647e-12
"282",1.10231258788751e-11
"283",2.97980528058826e-11
"284",7.66251728421641e-11
"285",1.87439786653791e-10
"286",4.36182534588617e-10
"287",9.65618006387773e-10
"288",2.03373965751741e-09
"289",4.07542911899854e-09
"290",7.77132655926762e-09
"291",1.41042773532184e-08
"292",2.43717719199735e-08
"293",4.01185282952092e-08
"294",6.29683685402815e-08
"295",9.4379297526408e-08
"296",1.35421364007198e-07
"297",1.8676637211269e-07
"298",2.49142204184108e-07
"299",3.24486236722093e-07
"300",4.17877961948823e-07
"301",5.40016999942722e-07
"302",7.09577378020039e-07
"303",9.54334378613583e-07
"304",1.3097314923792e-06
"305",1.81377816475934e-06
"306",2.49803487315507e-06
"307",3.37594580145153e-06
"308",4.43159300176147e-06
"309",5.6134027174938e-06
"310",6.83761314031464e-06
"311",8.00480787946262e-06
"312",9.02953077345429e-06
"313",9.87868143515381e-06
"314",1.06103089317612e-05
"315",1.1401800510692e-05
"316",1.25560370932657e-05
"317",1.44760767362813e-05
"318",1.76034315281345e-05
"319",2.2322308635948e-05
"320",2.88423615158241e-05
"321",3.70842170144575e-05
"322",4.6601512653859e-05
"323",5.657455940565e-05
"324",6.58988585695627e-05
"325",7.33660289095563e-05
"326",7.79020912185882e-05
"327",7.88014761057943e-05
"328",7.58879364278156e-05
"329",6.95520686084994e-05
"330",6.06540002036433e-05
"331",5.03235366825105e-05
"332",3.97206206685946e-05
"333",2.98247357419381e-05
"334",2.1303069746724e-05
"335",1.44745833845743e-05
"336",9.35543446738312e-06
"337",5.75192292615655e-06
"338",3.36396536168627e-06
"339",1.87144944347512e-06
"340",9.90357475753205e-07
"341",4.98531519467625e-07
"342",2.38714972604884e-07
"343",1.08730878025609e-07
"344",4.71099076940637e-08
"345",1.94159118516018e-08
"346",5.33791948487877e-14
"347",1.85264561490837e-13
"348",6.11649684976343e-13
"349",1.92089636851317e-12
"350",5.73848335062557e-12
"351",1.63073814592348e-11
"352",4.40826887236753e-11
"353",1.13358171207627e-10
"354",2.77296679368704e-10
"355",6.4528684666841e-10
"356",1.42853607925923e-09
"357",3.00871649973859e-09
"358",6.02915242203544e-09
"359",1.14965814759142e-08
"360",2.08642415203561e-08
"361",3.60490371676638e-08
"362",5.93285186789166e-08
"363",9.30842016843076e-08
"364",1.39421524732556e-07
"365",1.99805001469791e-07
"366",2.74975039764698e-07
"367",3.65503742741673e-07
"368",4.7332170726241e-07
"369",6.04332506973161e-07
"370",7.71797825192045e-07
"371",9.99582315317815e-07
"372",1.32376405046981e-06
"373",1.79082024920766e-06
"374",2.45091052533845e-06
"375",3.34594070976436e-06
"376",4.49407686828888e-06
"377",5.8747474005563e-06
"378",7.42004230843501e-06
"379",9.01872540224121e-06
"380",1.05370485678252e-05
"381",1.18562372941762e-05
"382",1.29209462796639e-05
"383",1.37878669141828e-05
"384",1.46606298540199e-05
"385",1.58970822173805e-05
"386",1.79780266210394e-05
"387",2.14324083778799e-05
"388",2.67227739642293e-05
"389",3.41065492028692e-05
"390",4.35018455164188e-05
"391",5.43969290237997e-05
"392",6.5843661072449e-05
"393",7.65612754757788e-05
"394",8.51471880061583e-05
"395",9.03539615434309e-05
"396",9.13609649430796e-05
"397",8.79610715236755e-05
"398",8.06042397670478e-05
"399",7.02848070516717e-05
"400",5.83099537307271e-05
"401",4.60221683342356e-05
"402",3.45552273644795e-05
"403",2.46814039382021e-05
"404",1.67697761633636e-05
"405",1.08387884894934e-05
"406",6.66387529897667e-06
"407",3.89729566717126e-06
"408",2.16814689430601e-06
"409",1.14736577589237e-06
"410",5.77566842603726e-07
"411",2.76560002491142e-07
"412",1.25968809316043e-07
"413",5.45786985412429e-08
"414",2.24941706642345e-08
"415",7.79891630122065e-14
"416",2.7067717232792e-13
"417",8.93634554056719e-13
"418",2.80646605828914e-12
"419",8.38402031772640e-12
"420",2.38253564891217e-11
"421",6.44056339117502e-11
"422",1.65618871055102e-10
"423",4.05138387690796e-10
"424",9.42787125991085e-10
"425",2.08715233274011e-09
"426",4.39587712508732e-09
"427",8.80885841447425e-09
"428",1.67967823047118e-08
"429",3.04820137970168e-08
"430",5.26621469682326e-08
"431",8.66553461181314e-08
"432",1.35915173656689e-07
"433",2.03452580815787e-07
"434",2.91256094885122e-07
"435",4.0008228131875e-07
"436",5.301168495013e-07
"437",6.82972045418063e-07
"438",8.65188324764599e-07
"439",1.09281456032839e-06
"440",1.39583856831895e-06
"441",1.82046541075316e-06
"442",2.42686350203905e-06
"443",3.28043316464069e-06
"444",4.43619379540453e-06
"445",5.91848223957899e-06
"446",7.70121187971271e-06
"447",9.69631589354169e-06
"448",1.17583204671129e-05
"449",1.37103018636265e-05
"450",1.53908764434101e-05
"451",1.67147652452606e-05
"452",1.77331253701483e-05
"453",1.86763678964893e-05
"454",1.99626680652236e-05
"455",2.21597218276739e-05
"456",2.58949246871004e-05
"457",3.17197308501716e-05
"458",3.99472746334366e-05
"459",5.04968489548351e-05
"460",6.27900675929027e-05
"461",7.57443420289188e-05
"462",8.78931421305067e-05
"463",9.7628667821585e-05
"464",0.000103519840208864
"465",0.000104623792415537
"466",0.000100699826401629
"467",9.22594353052803e-05
"468",8.04374259128762e-05
"469",6.67270436079662e-05
"470",5.26624366837291e-05
"471",3.95394317723569e-05
"472",2.82406564326536e-05
"473",1.91877556570603e-05
"474",1.24014427875574e-05
"475",7.62455833983092e-06
"476",4.45911650691033e-06
"477",2.48069133740585e-06
"478",1.31275953082751e-06
"479",6.60823323048749e-07
"480",3.16426461109021e-07
"481",1.44127634270172e-07
"482",6.24466002005671e-08
"483",2.57369912469037e-08
"484",1.12532419096084e-13
"485",3.90562640886861e-13
"486",1.28942447012936e-12
"487",4.04942744812441e-12
"488",1.20972010398236e-11
"489",3.43772831969122e-11
"490",9.29300920059571e-11
"491",2.38970046435641e-10
"492",5.84573221461104e-10
"493",1.36035311584487e-09
"494",3.01158404148453e-09
"495",6.34291570063743e-09
"496",1.27105421600984e-08
"497",2.42363768351157e-08
"498",4.39819048626344e-08
"499",7.59803168684625e-08
"500",1.2500822800076e-07
"501",1.96017165745497e-07
"502",2.93270734864501e-07
"503",4.19448436219305e-07
"504",5.7523079600795e-07
"505",7.6005982822954e-07
"506",9.74721583030274e-07
"507",1.22598982039985e-06
"508",1.53276448367597e-06
"509",1.93206463501124e-06
"510",2.48221832080611e-06
"511",3.26011866128184e-06
"512",4.35001515337216e-06
"513",5.82333704231113e-06
"514",7.71240294736363e-06
"515",9.9847708941155e-06
"516",1.25279565709892e-05
"517",1.515456421065e-05
"518",1.76343464562638e-05
"519",1.97525273219375e-05
"520",2.1384758267954e-05
"521",2.2571281323718e-05
"522",2.35689653375694e-05
"523",2.48611499678324e-05
"524",2.71113008080947e-05
"525",3.10561936093546e-05
"526",3.73468884265606e-05
"527",4.63606787117736e-05
"528",5.8022899400464e-05
"529",7.16892860537463e-05
"530",8.61398150646885e-05
"531",9.97164476636981e-05
"532",0.000110599108898747
"533",0.000117166310508445
"534",0.000118347917044516
"535",0.000113867331462706
"536",0.000104298244038462
"537",9.09191492164755e-05
"538",7.54141484023429e-05
"539",5.95142011744597e-05
"540",4.46816069859514e-05
"541",3.19123371663664e-05
"542",2.16819381338605e-05
"543",1.40132685616926e-05
"544",8.61544056502805e-06
"545",5.03858746725464e-06
"546",2.80305154682962e-06
"547",1.48334721255568e-06
"548",7.46694657175991e-07
"549",3.57545416087515e-07
"550",1.62857273294263e-07
"551",7.05620344399956e-08
"552",2.90819642368277e-08
"553",1.60363567278458e-13
"554",5.56560617182908e-13
"555",1.83743972720622e-12
"556",5.77042186984548e-12
"557",1.72383911765196e-11
"558",4.89871672113958e-11
"559",1.32424118552777e-10
"560",3.40529805406016e-10
"561",8.33014347401048e-10
"562",1.93850984507605e-09
"563",4.29155634562201e-09
"564",9.03883505614737e-09
"565",1.81130047610382e-08
"566",3.45377665375779e-08
"567",6.26749693378567e-08
"568",1.08268238558271e-07
"569",1.78111471550917e-07
"570",2.79222976934363e-07
"571",4.17579957360927e-07
"572",5.96766580638447e-07
"573",8.17240731813675e-07
"574",1.0771727749699e-06
"575",1.37574583932974e-06
"576",1.71925376944824e-06
"577",2.12925045055886e-06
"578",2.65058032159743e-06
"579",3.35579762578331e-06
"580",4.34189875324724e-06
"581",5.71611280977449e-06
"582",7.57013828602821e-06
"583",9.94650872695887e-06
"584",1.28056875327682e-05
"585",1.6006168385259e-05
"586",1.93101351302176e-05
"587",2.24226708997627e-05
"588",2.50634162428076e-05
"589",2.70584032103989e-05
"590",2.84303232891016e-05
"591",2.9461161270057e-05
"592",3.07034573895725e-05
"593",3.29246844100224e-05
"594",3.69814399866761e-05
"595",4.3634866833151e-05
"596",5.33351824017278e-05
"597",6.60198296115211e-05
"598",8.09818337944106e-05
"599",9.68643955908961e-05
"600",0.000111816815844373
"601",0.00012380454882387
"602",0.000131013145473421
"603",0.000132242834701101
"604",0.000127179298681341
"605",0.000116457317467419
"606",0.000101498663147061
"607",8.41784125391834e-05
"608",6.64247329775567e-05
"609",4.98668147395783e-05
"610",3.56142229305004e-05
"611",2.41963995069288e-05
"612",1.56380966973554e-05
"613",9.61427600011619e-06
"614",5.62269589886349e-06
"615",3.12798822301811e-06
"616",1.65529835839126e-06
"617",8.33253190961833e-07
"618",3.98994253288778e-07
"619",1.81737772688599e-07
"620",7.87432279778669e-08
"621",3.24542848131074e-08
"622",2.25695678276945e-13
"623",7.83287007343106e-13
"624",2.58591885597968e-12
"625",8.12090646299112e-12
"626",2.42599742007847e-11
"627",6.89404229327557e-11
"628",1.86362274817091e-10
"629",4.79232859000084e-10
"630",1.17231877317389e-09
"631",2.72812472476358e-09
"632",6.03969571186418e-09
"633",1.27208882365281e-08
"634",2.54917781647555e-08
"635",4.86078955322159e-08
"636",8.82073406859148e-08
"637",1.52369746670509e-07
"638",2.50642412107439e-07
"639",3.92858985506858e-07
"640",5.87314248524204e-07
"641",8.387686877509e-07
"642",1.14723951781107e-06
"643",1.50887483692731e-06
"644",1.92012216685271e-06
"645",2.38565848238464e-06
"646",2.92910737534451e-06
"647",3.60369891456987e-06
"648",4.49832672220975e-06
"649",5.73375072174855e-06
"650",7.44480784452974e-06
"651",9.74790503221927e-06
"652",1.2698505213802e-05
"653",1.62494435299901e-05
"654",2.02253950991758e-05
"655",2.43290044281101e-05
"656",2.81883570843296e-05
"657",3.14441121245099e-05
"658",3.3860854597267e-05
"659",3.54358549028619e-05
"660",3.64737188581039e-05
"661",3.75991291745881e-05
"662",3.9690743313991e-05
"663",4.37344583510366e-05
"664",5.06113256280902e-05
"665",6.08532908641402e-05
"666",7.44171469243723e-05
"667",9.05390342553361e-05
"668",0.000107730224192998
"669",0.00012395153965204
"670",0.000136957436923831
"671",0.000144742881756932
"672",0.000145979238306078
"673",0.000140313295026817
"674",0.000128437844976443
"675",0.000111913422196441
"676",9.28008917049644e-05
"677",7.32206160466324e-05
"678",5.49645357232924e-05
"679",3.92529395485218e-05
"680",2.66676304268948e-05
"681",1.72348529424967e-05
"682",1.05958028551239e-05
"683",6.19666612929948e-06
"684",3.44728208901137e-06
"685",1.82426458739756e-06
"686",9.18311047060512e-07
"687",4.39726084701264e-07
"688",2.00292789125793e-07
"689",8.67841124106781e-08
"690",3.57692206886722e-08
"691",3.13716188131839e-13
"692",1.08873323206066e-12
"693",3.59422973341744e-12
"694",1.12872551279845e-11
"695",3.37185644640869e-11
"696",9.58184972920764e-11
"697",2.59019058385375e-10
"698",6.66070485862821e-10
"699",1.62937394596756e-09
"700",3.79177236753384e-09
"701",8.39455243339004e-09
"702",1.7680950034599e-08
"703",3.54319116828713e-08
"704",6.75626822513645e-08
"705",1.22604686925489e-07
"706",2.11784870121529e-07
"707",3.48358657642354e-07
"708",5.45945436864256e-07
"709",8.15938239178954e-07
"710",1.16461685137289e-06
"711",1.59124960967208e-06
"712",2.08893001168374e-06
"713",2.64978088542633e-06
"714",3.27516751772234e-06
"715",3.98965928243733e-06
"716",4.85504615977438e-06
"717",5.97855062663367e-06
"718",7.50853664426664e-06
"719",9.61251556684881e-06
"720",1.24366133506253e-05
"721",1.60524716592851e-05
"722",2.04050979330567e-05
"723",2.52805725689349e-05
"724",3.03125523802844e-05
"725",3.50391561830287e-05
"726",3.90077924966654e-05
"727",4.19087515221847e-05
"728",4.37048830049811e-05
"729",4.47196704865836e-05
"730",4.56514829378557e-05
"731",4.74958115172789e-05
"732",5.13758216971123e-05
"733",5.83011429502957e-05
"734",6.88939397679615e-05
"735",8.31386578315029e-05
"736",0.000100223194932554
"737",0.00011853633829005
"738",0.000135860535108202
"739",0.00014974902754435
"740",0.000158014068598792
"741",0.000159202453110336
"742",0.000152921689358599
"743",0.000139917419434458
"744",0.000121879994974099
"745",0.000101045135890107
"746",7.97145224627443e-05
"747",5.98337585804137e-05
"748",4.27275988411181e-05
"749",2.90270094355137e-05
"750",1.87591581070541e-05
"751",1.15327287229511e-05
"752",6.74453666626279e-06
"753",3.75205572923266e-06
"754",1.98555041830699e-06
"755",9.99506451879254e-07
"756",4.78611310769824e-07
"757",2.1800866887375e-07
"758",9.44626869265021e-08
"759",3.89356203629193e-08
"760",4.30681328543168e-13
"761",1.4945883248935e-12
"762",4.9339200572841e-12
"763",1.54940274217133e-11
"764",4.62847035073343e-11
"765",1.31526272075622e-10
"766",3.55542664651223e-10
"767",9.14279623347085e-10
"768",2.23655936824143e-09
"769",5.20480771205529e-09
"770",1.1522976330685e-08
"771",2.42705258442623e-08
"772",4.86380307606381e-08
"773",9.27462632700327e-08
"774",1.68307292798084e-07
"775",2.90730795356824e-07
"776",4.78199108386795e-07
"777",7.49356139757076e-07
"778",1.11968814881831e-06
"779",1.59742426119182e-06
"780",2.18066620247538e-06
"781",2.8580748429089e-06
"782",3.61529193200001e-06
"783",4.44796728290963e-06
"784",5.37977570957373e-06
"785",6.48067180200694e-06
"786",7.87790078720042e-06
"787",9.75130747818164e-06
"788",1.23064816161816e-05
"789",1.57248093823958e-05
"790",2.00979373756701e-05
"791",2.53633294040359e-05
"792",3.12639892964745e-05
"793",3.7355202368968e-05
"794",4.30719858473648e-05
"795",4.78538401318019e-05
"796",5.130328410661e-05
"797",5.3338823501209e-05
"798",5.42977836417023e-05
"799",5.49520641729557e-05
"800",5.64176069351533e-05
"801",5.9960704865191e-05
"802",6.67265055077552e-05
"803",7.74351390653697e-05
"804",9.21078573694235e-05
"805",0.000109895805725769
"806",0.000129079572106442
"807",0.000147279628598739
"808",0.000161864522429033
"809",0.00017047754400556
"810",0.000171549008836288
"811",0.000164647670100533
"812",0.000150564749522319
"813",0.000131106912966651
"814",0.000108667861758665
"815",8.57136447217056e-05
"816",6.43293179120398e-05
"817",4.59343308175873e-05
"818",3.12038864039242e-05
"819",2.01653240554849e-05
"820",1.23969600333583e-05
"821",7.24988087807976e-06
"822",4.03317567852424e-06
"823",2.13432685111799e-06
"824",1.0744117919926e-06
"825",5.14489725923579e-07
"826",2.34358423155124e-07
"827",1.01551565349103e-07
"828",4.18603631604256e-08
"829",5.83974073929586e-13
"830",2.02642945221289e-12
"831",6.68932280321556e-12
"832",2.10058161070471e-11
"833",6.27482563466176e-11
"834",1.78307126305858e-10
"835",4.81995132002111e-10
"836",1.23944498895674e-09
"837",3.03199447402555e-09
"838",7.0559400560145e-09
"839",1.56213850408314e-08
"840",3.29034253994959e-08
"841",6.59397162419598e-08
"842",1.25741324745263e-07
"843",2.28189009878956e-07
"844",3.94175078897729e-07
"845",6.48339611164647e-07
"846",1.01590769231088e-06
"847",1.51770873347286e-06
"848",2.16445652237708e-06
"849",2.95254069000988e-06
"850",3.86440037428033e-06
"851",4.87635627058477e-06
"852",5.9750677628985e-06
"853",7.18056296861147e-06
"854",8.56978486037136e-06
"855",1.02911906568225e-05
"856",1.25598304971138e-05
"857",1.56249660674779e-05
"858",1.97092356553757e-05
"859",2.49287167330979e-05
"860",3.12142606044881e-05
"861",3.82619377148739e-05
"862",4.5539837000601e-05
"863",5.23671833687423e-05
"864",5.80611540382119e-05
"865",6.21229215420351e-05
"866",6.44161120352569e-05
"867",6.52855815815507e-05
"868",6.55746215579306e-05
"869",6.65206889724194e-05
"870",6.95363140397835e-05
"871",7.59067485227877e-05
"872",8.64565941684163e-05
"873",0.000101253603958459
"874",0.000119426393753089
"875",0.000139166515133893
"876",0.000157955293437678
"877",0.000172999996360988
"878",0.000181794731569413
"879",0.000182665346830275
"880",0.000175143381574615
"881",0.000160056355318321
"882",0.000139309275524971
"883",0.000115431098969861
"884",9.10293019690134e-05
"885",6.83091204115206e-05
"886",4.87714545181596e-05
"887",3.31291027341348e-05
"888",2.14086339051364e-05
"889",1.31610075575108e-05
"890",7.6966315497214e-06
"891",4.28171293717341e-06
"892",2.26587631258281e-06
"893",1.14065776914433e-06
"894",5.46230548329839e-07
"895",2.48829461504223e-07
"896",1.07830252533928e-07
"897",4.44535894649006e-08
"898",7.82109900906582e-13
"899",2.71372203047225e-12
"900",8.95751401592703e-12
"901",2.81270193451971e-11
"902",8.40175157088118e-11
"903",2.38739913778395e-10
"904",6.45343158852473e-10
"905",1.65947344773818e-09
"906",4.0594722341291e-09
"907",9.4470725995434e-09
"908",2.09154011683054e-08
"909",4.40549940172339e-08
"910",8.82899784880273e-08
"911",1.6836626895025e-07
"912",3.05552349022114e-07
"913",5.27827762295504e-07
"914",8.68181317628017e-07
"915",1.36034395904278e-06
"916",2.0320352476284e-06
"917",2.89711500081496e-06
"918",3.94957274051821e-06
"919",5.16336391467832e-06
"920",6.5018504280766e-06
"921",7.93839090131165e-06
"922",9.48549796892962e-06
"923",1.12249142961352e-05
"924",1.3326751866979e-05
"925",1.60446055234316e-05
"926",1.96769943143637e-05
"927",2.44941255955722e-05
"928",3.06415285954803e-05
"929",3.80451879448567e-05
"930",4.63513852290725e-05
"931",5.49333299197736e-05
"932",6.29829401528138e-05
"933",6.96816666970653e-05
"934",7.44163240127678e-05
"935",7.69849285803547e-05
"936",7.77323683822981e-05
"937",7.75689543487363e-05
"938",7.78516571492127e-05
"939",8.01389548155657e-05
"940",8.58577855145317e-05
"941",9.59419395194191e-05
"942",0.000110515505990437
"943",0.000128701257711242
"944",0.000148625565395923
"945",0.000167659714415872
"946",0.000182879869738918
"947",0.000191656660454341
"948",0.00019222736423733
"949",0.00018408894084203
"950",0.000168094121253676
"951",0.000146224135541946
"952",0.000121115005407429
"953",9.54870877116354e-05
"954",7.1641786254191e-05
"955",5.11449511558625e-05
"956",3.4738720791181e-05
"957",2.24477600961776e-05
"958",1.37994785274324e-05
"959",8.06995740259255e-06
"960",4.48943332379105e-06
"961",2.37585405268494e-06
"962",1.19606630599025e-06
"963",5.7279697181887e-07
"964",2.60953617434007e-07
"965",1.13098574298322e-07
"966",4.66345144924295e-08
"967",1.03467667884418e-12
"968",3.58957384645194e-12
"969",1.1847424276657e-11
"970",3.71988835049117e-11
"971",1.1110999697547e-10
"972",3.15711986535386e-10
"973",8.53383433119522e-10
"974",2.1943984572325e-09
"975",5.36797409901541e-09
"976",1.24921621895914e-08
"977",2.76573108748641e-08
"978",5.82567408790444e-08
"979",1.16754488794063e-07
"980",2.22654740655598e-07
"981",4.04091570055145e-07
"982",6.98078293540721e-07
"983",1.14824854501477e-06
"984",1.79917946932438e-06
"985",2.6873662894491e-06
"986",3.8306254270529e-06
"987",5.21970734738751e-06
"988",6.81729740551954e-06
"989",8.56926121887599e-06
"990",1.04301571863232e-05
"991",1.23997957916469e-05
"992",1.45612781633613e-05
"993",1.7105801214875e-05
"994",2.03281859790616e-05
"995",2.45815378731397e-05
"996",3.01900990967299e-05
"997",3.73344246251421e-05
"998",4.59383509486507e-05
"999",5.55969202520696e-05
"1000",6.55825700858392e-05
"1001",7.49504029910663e-05
"1002",8.2734634670314e-05
"1003",8.81960473969194e-05
"1004",9.10566377403743e-05
"1005",9.16528004394932e-05
"1006",9.09550633701307e-05
"1007",9.0434366978115e-05
"1008",9.17908236297794e-05
